Temperature,Humidity,CH4,CO2,H2S,NH3,pH,Temp_x_Humidity,CO2_x_CH4,NH3_x_H2S,CO2_per_CH4,NH3_per_H2S,log_CO2,log_CH4,log_H2S,log_NH3,Temperature2,Humidity2,hour,minute,roll_mean_CO2,roll_mean_CH4,is_acid,is_base,is_neutral,rgb_to_white,Grayscale,Hue,delta_CO2,delta_RED,RED,GREEN,BLUE,PCA1,PCA2,PCA3
-1.4440663714379869,-4.096842548879263,-1.1489276039551222,-1.665372660125509,-1.0777403305176034,-0.9136752309463148,-0.0373419524973912,-2.900676485922117,-1.0479938240682294,-0.8392345606797186,1.874842568654577,-1.078640386989386,-1.9736300467436616,-1.4606858577341622,-0.921725534688264,-0.9577983635485252,-1.4273349307069594,-3.95906371948333,1.7352222310032643,0.2953751643238958,-1.6712595372725525,-1.14719603627953,0.0,0.0,0.0,1.632388791254274,-1.5201918484838588,0.7107292568881098,0.0,2.80139228578786e-20,159.0,0.0,45.0,-7.200951234287603,-1.9249482951708612,0.7994347149730129
-1.4440663714379869,-4.001045606751825,-1.1519269168400768,-1.9202979059524303,-1.1671620679108508,-0.9136752309463148,0.3052282777316309,-2.8533273570417457,-1.0513533799363837,-0.8411704068715513,1.7131071273037497,-1.0325805374032675,-2.441185631279579,-1.483382392590486,-1.0557471079622045,-0.9577983635485252,-1.4273349307069594,-3.870851242158625,1.7352222310032643,0.3529712861684037,-1.7995166218234089,-1.1486976552263397,0.0,0.0,0.0,2.0191964476970146,-1.7661887951141737,1.798747449392538,-1.895651502687094,-1.1629511351747008,150.0,0.0,30.0,-7.325722660785563,-1.7936951334120748,1.344738238898568
-1.4440663714379869,-3.857350193560672,-1.151327054263086,-1.820553467583217,-1.1671620679108508,-0.9136752309463148,-0.1930556935105782,-2.78230366372119,-1.0502969303194207,-0.8411704068715513,1.8156472373268928,-1.0325805374032675,-2.250956363014799,-1.4787898364953065,-1.0557471079622045,-0.9577983635485252,-1.4273349307069594,-3.738163333325623,1.7352222310032643,0.4105674080129116,-1.808813604885132,-1.1489979790157014,0.0,0.0,0.0,1.4873907331549212,-1.4318207572267516,0.2940219525198239,0.719411082230177,1.5500686084899244,162.0,0.0,51.0,-7.250171413594036,-1.852066729720408,0.8657632965369013
-1.4440663714379869,-3.8094517224969566,-1.150127329109104,-1.7286039673282034,-1.1607748009541905,-0.9136752309463148,0.0872290403131637,-2.758629099281006,-1.0490400917045883,-0.8410321321435631,1.8656347126724009,-1.0363160455737734,-2.0840677414208804,-1.4696852180834703,-1.045859794624714,-0.9577983635485252,-1.4273349307069594,-3.6938355789557047,1.7352222310032643,0.4681635298574196,-1.7903314433683488,-1.1488478171210206,0.0,0.0,0.0,1.7177136989644908,-1.6435536438060825,0.6261345409637249,0.6619371792649629,-1.292142551539683,152.0,0.0,44.0,-7.135400621834879,-1.819317844309534,1.0228673271129392
-1.3248276679415016,-3.713654780369519,-1.152526779417068,-1.930759533421489,-1.2246474705207957,-0.9136752309463148,0.1495145367184385,-2.645298082470116,-1.0516584522303103,-0.8424148794234436,1.7363769919102463,-0.9950517156777726,-2.461732274139948,-1.4880022043709769,-1.1470853061823931,-0.9577983635485252,-1.312472043264968,-3.605032393077487,1.7352222310032643,0.5257596517019275,-1.8199252627165348,-1.149238238047191,0.0,0.0,0.0,1.8682947099193064,-1.677817703857067,1.3361942606005464,-1.5065683043238982,0.1289630284751206,153.0,0.0,36.0,-7.1762371021338875,-1.607092926630586,1.2549268106563656
-1.3248276679415016,-3.617857838242081,-1.153126641994059,-1.955734104879488,-1.243809271390777,-0.9136752309463148,0.1183717885158011,-2.5978028143030767,-1.0520775295249265,-0.8428297036074078,1.7390882552097586,-0.9807334927005136,-2.511261345323343,-1.4926495972806793,-1.1785163327376549,-0.9577983635485252,-1.312472043264968,-3.516032304348096,1.7352222310032643,0.5833557735464354,-1.8783595103710868,-1.1500791446574044,0.0,0.0,0.0,1.8589040579314848,-1.6611048915320354,1.356218208167295,-0.2001713652132592,0.1289630284751206,154.0,0.0,36.0,-7.167059605725532,-1.5800212855826221,1.2772651740433087
-1.3248276679415016,-3.522060896114643,-1.152526779417068,-1.890707910611024,-1.243809271390777,-0.9136752309463148,0.3052282777316309,-2.5503075461360374,-1.051332112685406,-0.8428297036074078,1.7941673384736376,-0.9807334927005136,-2.3836973319737345,-1.4880022043709769,-1.1785163327376549,-0.9577983635485252,-1.312472043264968,-3.4268353127675355,1.7352222310032643,0.6409518953909433,-1.8724046250131436,-1.150199274173149,0.0,0.0,0.0,1.8767997620799752,-1.7215840317851598,1.1871493442120151,0.4634253433653724,-0.5169940533497901,150.0,0.0,37.0,-7.058308745952472,-1.5438102161490104,1.3830402850049752
-1.3248276679415016,-3.474162425050928,-1.1543263671480408,-1.7235270010564545,-1.2182602035641348,-0.9136752309463148,-0.0373419524973912,-2.5265599120525177,-1.0507001539568506,-0.8422766046954556,2.170673543447698,-0.99960502055495,-2.07507441772376,-1.5020284577246743,-1.1367208548469403,-0.9577983635485252,-1.312472043264968,-3.382162978408067,1.7352222310032643,0.6985480172354512,-1.852878380477217,-1.150799921751873,0.0,0.0,0.0,1.7081035691928026,-1.6268408314810507,0.650930277205008,1.2166359664358193,0.3873458612050849,153.0,0.0,44.0,-7.028611037061309,-1.6669992225710981,0.9571624739096786
-1.3248276679415016,-3.4262639539872057,-1.1543263671480408,-1.8153739363362809,-1.2501965383474374,-0.9136752309463148,0.0249435439078834,-2.502812277968998,-1.051415504151172,-0.8429679783353958,2.032031363805048,-0.9757279353582397,-2.241347201739847,-1.5020284577246743,-1.1891079512543457,-0.9577983635485252,-1.312472043264968,-3.3374414183358,1.7352222310032643,0.7561441390799593,-1.8703405399670625,-1.1516408283620865,0.0,0.0,0.0,1.807790671210319,-1.658701376716061,1.0792202668272288,-0.6932369538095762,-0.0002283878898614,153.0,0.0,39.0,-7.04286104076559,-1.6128942859826991,1.0982080239019811
-1.3248276679415016,-3.37836548292349,-1.1543263671480408,-1.8804514130923384,-1.2757456061740795,-0.9136752309463148,-0.0684847007000286,-2.4790646438854784,-1.0519223603190078,-0.843521077247348,1.933797457626084,-0.954422231393018,-2.3639828747578147,-1.5020284577246743,-1.2320645089150322,-0.9577983635485252,-1.312472043264968,-3.292670632550748,1.7352222310032643,0.8137402609244672,-1.8602162028160356,-1.1520012169093208,0.0,0.0,0.0,1.94718545995415,-1.757413171251198,1.4293257751224218,-0.4958594712579824,-0.5169940533497901,149.0,0.0,34.0,-7.055703860950945,-1.5930377136494276,1.082289907831491
